entity_id,timestamp,latitude,longitude
E-fa9f,2025-05-07T02:43:05.379Z,37.728622,-122.521694
E-96ee,2025-05-07T00:44:54.093Z,37.731400,-122.413115
E-46c0,2025-05-07T02:04:41.372Z,37.739316,-122.415015
E-1680,2025-05-07T13:49:49.025Z,37.753891,-122.394843
E-e10b,2025-05-07T10:27:15.482Z,37.770125,-122.416258
E-9672,2025-05-07T15:55:34.697Z,37.748055,-122.514597
E-de5c,2025-05-07T15:01:06.686Z,37.741679,-122.478321
E-6e29,2025-05-07T18:34:57.454Z,37.750219,-122.412641
E-ea5c,2025-05-07T04:48:33.056Z,37.825623,-122.442080
E-cd97,2025-05-06T22:36:05.246Z,37.792401,-122.415421
E-195f,2025-05-07T04:18:11.360Z,37.792984,-122.373211
E-562b,2025-05-07T02:02:41.673Z,37.713234,-122.474183
E-7181,2025-05-07T10:41:12.658Z,37.706719,-122.524296
E-0282,2025-05-07T18:06:11.215Z,37.814509,-122.467428
E-df3a,2025-05-06T23:13:45.526Z,37.762803,-122.447167
E-f87f,2025-05-07T04:35:16.303Z,37.733431,-122.491282
E-88bf,2025-05-07T02:41:45.848Z,37.785926,-122.497612
E-7b5b,2025-05-07T06:22:01.096Z,37.711463,-122.360289
E-c51c,2025-05-07T03:19:51.647Z,37.713004,-122.513711
E-ca9b,2025-05-07T04:32:50.220Z,37.794577,-122.446168
E-a068,2025-05-07T04:09:50.855Z,37.709772,-122.393730
E-da47,2025-05-07T07:10:38.247Z,37.793017,-122.493355
E-70eb,2025-05-07T10:31:37.922Z,37.712617,-122.410819
E-54e3,2025-05-07T15:42:40.022Z,37.714107,-122.415264
E-ff74,2025-05-07T18:14:11.351Z,37.736145,-122.473185
E-7abb,2025-05-07T16:36:25.628Z,37.792062,-122.361551
E-ac70,2025-05-07T06:52:22.165Z,37.701312,-122.389321
E-3975,2025-05-07T01:44:41.108Z,37.712315,-122.498459
E-d894,2025-05-07T17:10:22.016Z,37.704358,-122.415256
E-becd,2025-05-07T04:59:30.471Z,37.787550,-122.435651
E-b283,2025-05-07T20:46:03.281Z,37.764425,-122.358469
E-2dfc,2025-05-07T07:20:31.010Z,37.810627,-122.362185
E-5918,2025-05-07T18:14:54.658Z,37.742275,-122.493081
E-1c61,2025-05-07T17:44:26.490Z,37.705469,-122.369135
E-cb7a,2025-05-07T13:05:21.244Z,37.789282,-122.417731
E-599f,2025-05-07T15:26:39.682Z,37.813930,-122.509717
E-de0d,2025-05-07T00:18:15.925Z,37.764022,-122.515078
E-65dd,2025-05-07T16:04:16.620Z,37.788738,-122.437846
E-bfd4,2025-05-07T06:03:59.422Z,37.701015,-122.396356
E-ccc0,2025-05-07T14:28:13.515Z,37.702198,-122.486314
E-1fda,2025-05-07T12:19:05.730Z,37.774198,-122.400948
E-e1b4,2025-05-07T16:57:09.113Z,37.711431,-122.399201
E-4489,2025-05-07T01:27:25.442Z,37.767886,-122.473949
E-a268,2025-05-07T11:53:41.785Z,37.788724,-122.471367
E-a3f5,2025-05-07T07:28:14.032Z,37.729211,-122.451531
E-658b,2025-05-07T00:34:42.037Z,37.811244,-122.446386
E-97f9,2025-05-07T14:22:38.904Z,37.769246,-122.479557
E-9748,2025-05-07T16:40:35.188Z,37.780671,-122.440385
E-0e45,2025-05-07T02:13:33.977Z,37.731338,-122.356027
E-ab4a,2025-05-07T02:10:34.922Z,37.721233,-122.412053
E-98c2,2025-05-07T04:28:46.575Z,37.820124,-122.501327
E-667e,2025-05-07T12:37:16.312Z,37.753324,-122.381852
E-db66,2025-05-07T04:21:50.698Z,37.795221,-122.482157
E-0a99,2025-05-07T11:33:51.202Z,37.707985,-122.510293
E-59fa,2025-05-07T11:06:45.557Z,37.799062,-122.399407
E-425b,2025-05-07T00:21:00.070Z,37.798629,-122.446542
E-9743,2025-05-07T08:35:52.282Z,37.744168,-122.463576
E-a2c0,2025-05-07T19:56:34.993Z,37.730536,-122.451288
E-e3e2,2025-05-07T20:56:43.649Z,37.700665,-122.418514
E-00fe,2025-05-06T23:46:47.425Z,37.801373,-122.485663
E-b919,2025-05-06T22:48:18.010Z,37.797840,-122.367061
E-1f26,2025-05-07T11:16:57.620Z,37.819897,-122.481870
E-8fa9,2025-05-06T21:31:03.612Z,37.727089,-122.523432
E-2388,2025-05-07T12:03:16.909Z,37.812049,-122.448548
E-4e70,2025-05-07T12:46:17.667Z,37.796324,-122.368795
E-f7a9,2025-05-07T18:58:41.381Z,37.815883,-122.389032
E-1542,2025-05-07T07:50:49.185Z,37.728237,-122.388220
E-7b13,2025-05-07T20:43:28.697Z,37.770977,-122.476500
E-9974,2025-05-07T21:24:06.341Z,37.710841,-122.446777
E-8843,2025-05-07T13:50:11.680Z,37.751214,-122.512063
E-522c,2025-05-07T01:05:37.163Z,37.819469,-122.411771
E-b503,2025-05-07T20:32:15.660Z,37.765206,-122.353761
E-7be4,2025-05-07T21:19:28.827Z,37.821124,-122.403576
E-3d49,2025-05-07T01:19:30.555Z,37.732258,-122.493100
E-ef11,2025-05-07T11:36:03.605Z,37.799006,-122.503636
E-992d,2025-05-07T15:54:19.165Z,37.730387,-122.407017
E-1955,2025-05-06T22:49:04.413Z,37.798786,-122.512858
E-ad58,2025-05-06T23:27:49.788Z,37.728346,-122.510350
E-8d3a,2025-05-07T20:29:51.115Z,37.743063,-122.479614
E-ad0a,2025-05-07T05:16:29.269Z,37.779776,-122.444507
E-fcc1,2025-05-07T04:15:11.076Z,37.778969,-122.406287
E-e987,2025-05-07T19:33:56.658Z,37.775610,-122.360356
E-1476,2025-05-07T12:52:38.789Z,37.749784,-122.392533
E-53e3,2025-05-07T14:49:15.207Z,37.702534,-122.485949
E-a1af,2025-05-07T15:38:01.151Z,37.768646,-122.418003
E-d9e5,2025-05-07T10:57:35.453Z,37.770793,-122.478523
E-f1f9,2025-05-07T16:03:35.744Z,37.719186,-122.454570
E-e4ed,2025-05-07T03:41:50.812Z,37.824637,-122.518568
E-2698,2025-05-07T15:27:52.610Z,37.721724,-122.369089
E-b71a,2025-05-07T07:06:27.338Z,37.736439,-122.468897
E-53e8,2025-05-07T07:51:25.436Z,37.791802,-122.434034
E-aa97,2025-05-07T19:25:01.329Z,37.720356,-122.470444
E-e9c2,2025-05-07T12:35:18.142Z,37.707054,-122.527912
E-6eee,2025-05-06T21:33:56.672Z,37.758619,-122.450715
E-2a3c,2025-05-07T00:19:24.060Z,37.799890,-122.373378
E-5f7f,2025-05-07T02:21:47.403Z,37.716443,-122.354182
E-a9bc,2025-05-07T19:34:52.083Z,37.769835,-122.504002
E-45af,2025-05-07T10:44:13.294Z,37.828897,-122.491870
E-3711,2025-05-07T13:14:03.075Z,37.822208,-122.434090
E-8748,2025-05-07T00:27:34.946Z,37.739585,-122.477865
E-a465,2025-05-07T12:59:27.323Z,37.777929,-122.416484
E-2818,2025-05-07T20:10:48.744Z,37.753637,-122.351800
E-52a9,2025-05-06T23:15:57.285Z,37.786912,-122.491136
E-ba3f,2025-05-07T01:18:37.275Z,37.712397,-122.439473
E-e0f4,2025-05-07T20:40:48.787Z,37.823414,-122.393975
E-18ef,2025-05-07T07:26:54.748Z,37.737226,-122.372948
E-d468,2025-05-07T06:09:11.508Z,37.706861,-122.528424
E-6ebf,2025-05-07T21:05:17.656Z,37.788483,-122.408098
E-55fd,2025-05-07T09:28:29.852Z,37.734974,-122.392360
E-3e36,2025-05-07T15:05:37.723Z,37.774432,-122.452496
E-8051,2025-05-07T17:05:45.993Z,37.712206,-122.369421
E-6b32,2025-05-07T09:06:34.244Z,37.814351,-122.399525
E-423a,2025-05-07T05:46:59.917Z,37.767387,-122.527471
E-00bb,2025-05-07T17:05:17.268Z,37.815944,-122.422621
E-117a,2025-05-07T18:44:22.117Z,37.812884,-122.518267
E-9d87,2025-05-07T13:35:36.002Z,37.712567,-122.465643
E-a18c,2025-05-07T14:17:15.880Z,37.732978,-122.386178
E-8d7b,2025-05-07T19:50:18.743Z,37.732871,-122.443389
E-9b01,2025-05-07T05:11:49.998Z,37.721336,-122.508183
E-6ee5,2025-05-07T01:37:39.433Z,37.726757,-122.403772
E-3621,2025-05-07T08:26:01.673Z,37.818282,-122.489505
E-7b4b,2025-05-07T06:25:05.365Z,37.825545,-122.405284
E-b006,2025-05-07T19:09:52.682Z,37.729941,-122.452881
E-87a9,2025-05-07T12:58:04.432Z,37.733968,-122.483702
E-120c,2025-05-07T15:48:09.544Z,37.801632,-122.443077
E-7486,2025-05-07T20:15:33.956Z,37.817694,-122.451349
E-2d23,2025-05-06T21:44:49.582Z,37.755658,-122.352605
E-9b33,2025-05-07T02:38:21.400Z,37.791501,-122.464092
E-73cd,2025-05-07T20:20:13.695Z,37.808668,-122.484843
E-97c7,2025-05-07T15:51:14.857Z,37.760724,-122.452899
E-820d,2025-05-07T03:04:24.171Z,37.704024,-122.467831
E-dca3,2025-05-07T11:10:12.471Z,37.785130,-122.422445
E-6a37,2025-05-06T23:42:49.192Z,37.768325,-122.399802
E-35e5,2025-05-07T06:36:10.987Z,37.735721,-122.381115
E-6f03,2025-05-07T08:42:10.773Z,37.708540,-122.366052
E-e6ab,2025-05-07T09:35:09.995Z,37.733691,-122.462757
E-775d,2025-05-07T19:33:49.089Z,37.757969,-122.508579
E-9410,2025-05-07T14:30:59.105Z,37.743270,-122.351907
E-c7e4,2025-05-07T01:47:27.176Z,37.786051,-122.492813
E-b239,2025-05-07T06:41:44.946Z,37.777921,-122.459530
E-acba,2025-05-07T20:23:31.280Z,37.781710,-122.442950
E-416d,2025-05-07T15:07:09.847Z,37.772765,-122.361909
E-b014,2025-05-07T03:03:44.772Z,37.743880,-122.461723
E-21f1,2025-05-07T14:03:23.217Z,37.748099,-122.473222
E-e9b0,2025-05-07T08:14:15.666Z,37.823469,-122.369329
E-ab69,2025-05-07T08:38:43.629Z,37.705131,-122.354706
E-630d,2025-05-06T22:18:25.754Z,37.801562,-122.497069
E-a1fa,2025-05-06T23:46:30.385Z,37.728427,-122.461654
E-9d72,2025-05-07T04:42:30.007Z,37.817123,-122.442059
E-eecb,2025-05-07T17:35:11.229Z,37.758127,-122.426864
E-8dec,2025-05-07T15:13:52.780Z,37.778139,-122.444247
E-37d1,2025-05-07T03:47:31.855Z,37.792750,-122.456031
E-4349,2025-05-06T21:38:43.530Z,37.786713,-122.396175
E-2df3,2025-05-07T20:27:19.473Z,37.764413,-122.395358
E-330c,2025-05-06T23:39:51.561Z,37.708606,-122.499440
E-d3a4,2025-05-07T19:06:32.121Z,37.805096,-122.406525
E-615e,2025-05-07T09:51:14.166Z,37.829594,-122.402575
E-931a,2025-05-07T19:34:42.804Z,37.727218,-122.412379
E-198a,2025-05-07T17:21:41.238Z,37.712306,-122.389700
E-99ba,2025-05-07T13:56:07.107Z,37.748157,-122.411158
E-0eaf,2025-05-07T01:15:13.208Z,37.823023,-122.493491
E-657c,2025-05-07T08:27:46.561Z,37.730898,-122.497287
E-13a2,2025-05-07T02:43:49.049Z,37.791027,-122.371972
E-9213,2025-05-07T09:36:41.585Z,37.761240,-122.452671
E-7896,2025-05-07T14:44:07.204Z,37.725637,-122.451639
E-9882,2025-05-07T00:12:58.657Z,37.823943,-122.501669
E-64dd,2025-05-07T18:17:49.599Z,37.725453,-122.440648
E-0047,2025-05-07T17:52:25.658Z,37.801871,-122.496743
E-1fe8,2025-05-07T08:49:50.545Z,37.794353,-122.396945
E-8907,2025-05-07T09:06:46.889Z,37.765226,-122.374136
E-af5c,2025-05-07T06:56:46.139Z,37.794087,-122.524757
E-20ca,2025-05-07T14:58:11.739Z,37.758880,-122.396576
E-4950,2025-05-07T08:53:13.544Z,37.780584,-122.455579
E-df0e,2025-05-07T15:58:56.979Z,37.713632,-122.352322
E-e3c0,2025-05-07T16:37:19.848Z,37.761757,-122.444937
E-ac54,2025-05-07T20:54:09.674Z,37.719429,-122.420575
E-d841,2025-05-07T14:15:58.822Z,37.714084,-122.424242
E-d9ed,2025-05-07T19:25:48.480Z,37.726120,-122.448466
E-07d4,2025-05-07T18:48:01.034Z,37.753078,-122.363914
E-ac82,2025-05-07T18:42:13.071Z,37.758353,-122.459120
E-2e11,2025-05-07T06:17:35.902Z,37.801949,-122.352477
E-d036,2025-05-07T06:01:08.044Z,37.793344,-122.380294
E-5857,2025-05-07T01:56:45.915Z,37.774635,-122.363906
E-95a9,2025-05-07T16:12:06.997Z,37.747125,-122.359541
E-f8f0,2025-05-07T08:41:06.582Z,37.710899,-122.499182
E-5821,2025-05-07T05:17:08.522Z,37.776574,-122.445332
E-d5e2,2025-05-07T17:54:19.980Z,37.795808,-122.425891
E-8547,2025-05-07T18:37:54.478Z,37.742511,-122.456799
E-a348,2025-05-07T02:00:16.176Z,37.726593,-122.361064
E-a733,2025-05-07T09:41:56.230Z,37.801118,-122.463779
E-1be2,2025-05-07T12:20:03.405Z,37.814162,-122.476425
E-8a05,2025-05-07T18:23:40.959Z,37.724235,-122.371771
E-5df2,2025-05-06T22:40:28.459Z,37.738955,-122.488659
E-06e4,2025-05-07T08:26:30.008Z,37.778987,-122.368557
E-da69,2025-05-07T05:38:26.940Z,37.715146,-122.479266
E-d84b,2025-05-07T15:54:54.141Z,37.821045,-122.393025
E-a024,2025-05-07T09:50:51.407Z,37.818369,-122.456055
E-e5fc,2025-05-07T18:03:58.132Z,37.779008,-122.529101
E-27f2,2025-05-07T09:44:12.111Z,37.730421,-122.418446
E-5ec1,2025-05-07T10:42:08.710Z,37.772847,-122.493834
E-2d36,2025-05-07T12:42:09.457Z,37.793022,-122.433409
E-7d7f,2025-05-06T23:09:24.628Z,37.711316,-122.471067
E-2740,2025-05-07T04:03:38.412Z,37.778545,-122.405191
E-4aaa,2025-05-07T05:04:35.672Z,37.736041,-122.518205
E-d914,2025-05-07T13:19:17.183Z,37.812519,-122.356575
E-d021,2025-05-07T11:13:45.905Z,37.705661,-122.390854
E-d232,2025-05-07T15:08:14.552Z,37.755896,-122.451455
E-0531,2025-05-07T12:59:46.578Z,37.793487,-122.405098
E-1e00,2025-05-07T04:14:17.049Z,37.811944,-122.362398
E-c76d,2025-05-07T14:42:13.464Z,37.803087,-122.429381
E-b6f0,2025-05-07T06:00:24.275Z,37.710897,-122.381174
E-8d6c,2025-05-07T09:21:46.285Z,37.764596,-122.428340
E-beef,2025-05-07T02:41:23.683Z,37.717887,-122.475361
E-cf03,2025-05-07T10:46:41.418Z,37.733670,-122.424730
E-5c11,2025-05-07T14:33:30.523Z,37.797113,-122.374488
E-b1fd,2025-05-07T20:11:35.795Z,37.776960,-122.372509
E-2344,2025-05-07T09:57:41.012Z,37.765875,-122.464516
E-86c7,2025-05-07T19:41:00.872Z,37.802173,-122.415733
E-67b7,2025-05-07T20:03:19.422Z,37.739810,-122.355511
E-fe87,2025-05-07T21:18:42.894Z,37.713876,-122.497524
E-e159,2025-05-06T23:10:07.715Z,37.800603,-122.385285
E-1c89,2025-05-07T03:29:51.287Z,37.791088,-122.427921
E-7dbe,2025-05-07T08:34:28.949Z,37.766503,-122.464214
E-b03f,2025-05-06T22:43:43.870Z,37.794136,-122.398863
E-021d,2025-05-07T19:35:21.359Z,37.738448,-122.353399
E-12a5,2025-05-07T06:05:01.485Z,37.712004,-122.408269
E-b19f,2025-05-07T05:51:19.578Z,37.774284,-122.509441
E-d054,2025-05-07T14:22:47.816Z,37.823234,-122.410662
E-75fc,2025-05-07T17:33:42.213Z,37.712167,-122.399356
E-effd,2025-05-06T23:23:12.994Z,37.766605,-122.368574
E-376b,2025-05-07T02:48:44.658Z,37.761994,-122.475972
E-27ae,2025-05-07T05:02:37.513Z,37.701570,-122.370523
E-dd32,2025-05-07T15:05:02.384Z,37.705210,-122.351989
E-88c4,2025-05-07T15:05:31.587Z,37.828717,-122.464117
E-0fb7,2025-05-07T07:22:36.709Z,37.727413,-122.418523
E-e617,2025-05-07T04:37:05.836Z,37.738508,-122.452426
E-d1ad,2025-05-07T12:24:14.920Z,37.785569,-122.388773
E-9d08,2025-05-07T08:19:07.487Z,37.818821,-122.529518
E-1ef9,2025-05-07T18:38:31.263Z,37.750012,-122.502661
E-6da1,2025-05-06T21:35:33.154Z,37.765693,-122.467611
E-89fc,2025-05-07T21:09:49.975Z,37.780445,-122.396461
E-4203,2025-05-07T02:40:43.366Z,37.782379,-122.510343
E-8c1b,2025-05-07T09:57:30.081Z,37.747424,-122.480355
E-4777,2025-05-07T18:36:43.763Z,37.777785,-122.403470
E-7ce3,2025-05-07T00:31:01.395Z,37.709635,-122.502720
E-584d,2025-05-07T00:08:41.138Z,37.769444,-122.372585
E-7366,2025-05-07T08:43:22.186Z,37.732098,-122.473612
E-3aef,2025-05-07T12:39:52.668Z,37.712283,-122.359568
E-360d,2025-05-07T00:01:10.401Z,37.783037,-122.395606
E-ae3b,2025-05-07T11:36:36.839Z,37.732877,-122.431219
E-82e4,2025-05-07T08:43:41.461Z,37.723265,-122.408132
E-0cd9,2025-05-07T12:39:28.134Z,37.812682,-122.373380
E-91a0,2025-05-07T12:43:07.902Z,37.747537,-122.410917
E-39bf,2025-05-07T15:07:35.181Z,37.721200,-122.442215
E-e66b,2025-05-07T13:11:18.338Z,37.808683,-122.473418
E-ed7f,2025-05-07T06:45:59.590Z,37.790415,-122.445143
E-e0cc,2025-05-07T08:23:59.861Z,37.801399,-122.383254
E-95cd,2025-05-07T02:11:54.100Z,37.761918,-122.458020
E-410b,2025-05-07T18:16:32.179Z,37.803195,-122.376413
E-872a,2025-05-06T23:31:59.619Z,37.796993,-122.460342
E-fe2a,2025-05-07T03:22:09.749Z,37.827308,-122.419092
E-150a,2025-05-07T07:21:16.412Z,37.755418,-122.361302
E-a3a9,2025-05-07T02:10:46.714Z,37.725239,-122.498189
E-d109,2025-05-07T01:07:18.914Z,37.722453,-122.413325
E-d90b,2025-05-07T00:39:16.499Z,37.748012,-122.438620
E-d739,2025-05-06T23:35:08.175Z,37.764736,-122.510965
E-d292,2025-05-07T15:15:10.263Z,37.715687,-122.356528
E-6546,2025-05-07T04:55:17.907Z,37.735774,-122.443474
E-1a5e,2025-05-06T21:43:09.291Z,37.731614,-122.463243
E-e056,2025-05-07T04:55:35.264Z,37.734865,-122.512488
E-721b,2025-05-06T23:44:20.125Z,37.722128,-122.507405
E-d7ea,2025-05-07T00:37:01.163Z,37.793529,-122.477029
E-4036,2025-05-07T19:42:08.723Z,37.779144,-122.413489
E-5037,2025-05-07T00:39:38.226Z,37.778089,-122.524990
E-a065,2025-05-07T13:07:25.511Z,37.713527,-122.441064
E-ae12,2025-05-06T21:51:43.393Z,37.742015,-122.428994
E-fa65,2025-05-07T06:20:34.649Z,37.773719,-122.350510
E-6cb2,2025-05-07T20:56:54.266Z,37.801253,-122.518844
E-e811,2025-05-07T02:00:39.271Z,37.719988,-122.405680
E-5492,2025-05-07T13:55:39.808Z,37.741970,-122.488957
E-719d,2025-05-07T13:01:48.925Z,37.760407,-122.447719
E-f412,2025-05-06T22:27:47.715Z,37.761622,-122.458128
E-8fad,2025-05-07T08:26:16.746Z,37.789988,-122.358548
E-25ea,2025-05-07T17:35:08.802Z,37.804850,-122.414426
E-169c,2025-05-07T17:26:22.426Z,37.747758,-122.520150
E-65cf,2025-05-07T19:26:56.039Z,37.731587,-122.472122
E-fb92,2025-05-07T09:17:26.570Z,37.740584,-122.487129
E-d3dc,2025-05-07T09:40:27.671Z,37.723407,-122.513698
E-8a51,2025-05-07T04:28:59.760Z,37.710472,-122.465527
E-241c,2025-05-07T02:50:10.563Z,37.756264,-122.408683
E-d318,2025-05-07T02:17:52.597Z,37.804318,-122.516760
E-7e7c,2025-05-07T13:39:32.158Z,37.812231,-122.375227
E-09d4,2025-05-07T00:16:41.715Z,37.809010,-122.460982
E-90db,2025-05-06T22:41:05.742Z,37.743133,-122.517224
E-9bf8,2025-05-06T23:41:57.165Z,37.747827,-122.466771
E-afa1,2025-05-07T02:13:12.584Z,37.713262,-122.428511
E-bff1,2025-05-07T13:43:55.719Z,37.705676,-122.486642
E-abe8,2025-05-06T22:54:09.281Z,37.754646,-122.445342
E-5797,2025-05-07T04:39:06.719Z,37.744659,-122.434738
E-7350,2025-05-07T18:49:28.081Z,37.725824,-122.462020
E-f356,2025-05-07T06:19:04.071Z,37.751991,-122.502036
E-647f,2025-05-07T15:35:12.318Z,37.791258,-122.490131
E-7fd7,2025-05-07T16:08:27.231Z,37.757068,-122.474080
E-40ec,2025-05-07T20:55:23.379Z,37.819927,-122.434709
E-5319,2025-05-07T14:43:54.515Z,37.706569,-122.483178
E-5c2c,2025-05-06T23:00:01.231Z,37.749101,-122.420002
E-c4ec,2025-05-07T18:32:12.644Z,37.804661,-122.488568
E-1374,2025-05-07T13:05:36.354Z,37.797732,-122.402663
E-ea26,2025-05-06T21:52:52.699Z,37.763004,-122.453664
E-86c5,2025-05-07T11:33:24.483Z,37.738653,-122.378003
E-b62c,2025-05-07T06:46:21.772Z,37.788716,-122.504562
E-4720,2025-05-06T21:54:27.938Z,37.701939,-122.355683
E-11fe,2025-05-06T21:26:58.657Z,37.758993,-122.494764
E-2d0e,2025-05-07T18:57:00.487Z,37.824878,-122.371851
E-93d4,2025-05-06T22:03:48.583Z,37.789715,-122.369629
E-6d1a,2025-05-07T06:35:05.760Z,37.747660,-122.426784
E-d216,2025-05-07T13:32:22.804Z,37.807500,-122.511661
E-a700,2025-05-06T23:34:55.964Z,37.707526,-122.363602
E-3ba1,2025-05-07T09:28:05.729Z,37.715119,-122.467686
E-a384,2025-05-07T14:50:09.336Z,37.802834,-122.385232
E-fb74,2025-05-07T20:21:21.679Z,37.761020,-122.453273
E-9c52,2025-05-07T03:30:49.339Z,37.731923,-122.477709
E-80ed,2025-05-07T10:23:03.587Z,37.809666,-122.496889
E-4e72,2025-05-07T06:06:00.191Z,37.700798,-122.451706
E-3e86,2025-05-07T03:01:46.481Z,37.778128,-122.472924
E-b1fd,2025-05-07T17:13:31.845Z,37.747551,-122.423093
E-27aa,2025-05-07T08:55:42.257Z,37.822775,-122.525672
E-2730,2025-05-07T00:01:58.864Z,37.727529,-122.423486
E-0ef1,2025-05-06T21:41:02.203Z,37.771853,-122.433981
E-7d49,2025-05-07T19:12:11.045Z,37.824790,-122.401666
E-cd1d,2025-05-07T00:41:43.065Z,37.780877,-122.406970
E-5e80,2025-05-07T07:57:28.469Z,37.707783,-122.368100
E-64c8,2025-05-07T02:02:35.380Z,37.775774,-122.521271
E-1139,2025-05-06T21:49:39.632Z,37.790461,-122.381492
E-7667,2025-05-07T03:17:32.896Z,37.757029,-122.355930
E-3ecd,2025-05-07T12:39:48.120Z,37.759183,-122.365845
E-93c2,2025-05-07T09:58:42.925Z,37.746972,-122.421090
E-4f54,2025-05-07T11:45:39.603Z,37.742028,-122.355732
E-cba6,2025-05-07T04:43:04.337Z,37.809280,-122.411861
E-b465,2025-05-06T22:46:04.888Z,37.712816,-122.435968
E-d927,2025-05-07T06:48:41.046Z,37.755886,-122.363340
E-b46a,2025-05-07T10:41:41.811Z,37.778074,-122.392178
E-3ab5,2025-05-07T19:41:03.587Z,37.813695,-122.448906
E-4c52,2025-05-07T01:55:25.586Z,37.826757,-122.381885
E-e49d,2025-05-07T10:26:43.791Z,37.804675,-122.517831
E-81c9,2025-05-07T20:50:15.719Z,37.730104,-122.486994
E-46ff,2025-05-07T09:55:58.403Z,37.766282,-122.393692
E-d5cc,2025-05-07T08:35:30.895Z,37.808951,-122.350662
E-49b7,2025-05-07T00:41:42.786Z,37.766845,-122.427540
E-8610,2025-05-07T05:47:21.077Z,37.758212,-122.481006
E-cbad,2025-05-06T21:24:34.865Z,37.785774,-122.385110
E-f828,2025-05-07T13:37:31.805Z,37.810492,-122.365934
E-2959,2025-05-07T13:30:18.919Z,37.793256,-122.455233
E-360a,2025-05-07T20:37:11.669Z,37.779799,-122.455576
E-4021,2025-05-07T19:18:04.261Z,37.796234,-122.438672
E-f43e,2025-05-07T04:59:45.469Z,37.820962,-122.404715
E-3567,2025-05-07T01:51:36.639Z,37.742428,-122.471374
E-871b,2025-05-07T13:41:29.614Z,37.710302,-122.490743
E-5b0a,2025-05-07T15:00:26.465Z,37.701732,-122.490504
E-d492,2025-05-07T06:14:39.928Z,37.738974,-122.447311
E-12ba,2025-05-06T23:29:57.501Z,37.770972,-122.487214
E-c18f,2025-05-07T00:28:26.529Z,37.731365,-122.426871
E-8a50,2025-05-07T06:23:17.962Z,37.801390,-122.357732
E-eff7,2025-05-07T20:00:26.347Z,37.825672,-122.404503
E-c5ad,2025-05-07T05:37:10.556Z,37.775644,-122.400150
E-9205,2025-05-07T04:11:55.604Z,37.765605,-122.515929
E-a86b,2025-05-07T12:20:00.736Z,37.818008,-122.455868
E-ec71,2025-05-07T12:43:28.039Z,37.790425,-122.402092
E-95c9,2025-05-07T04:54:23.191Z,37.719590,-122.492161
E-15c9,2025-05-07T12:02:45.079Z,37.719893,-122.435217
E-ce02,2025-05-07T11:54:45.317Z,37.728962,-122.488479
E-25e3,2025-05-07T06:13:05.686Z,37.809486,-122.367971
E-22c1,2025-05-07T03:24:52.255Z,37.801614,-122.471933
E-f500,2025-05-07T00:47:21.319Z,37.705362,-122.430342
E-c9ce,2025-05-07T00:01:15.181Z,37.776228,-122.391629
E-d830,2025-05-07T01:15:07.524Z,37.791897,-122.515726
E-bfdf,2025-05-07T04:35:37.008Z,37.737306,-122.404345
E-a0b5,2025-05-07T14:37:56.331Z,37.770425,-122.461702
E-fb41,2025-05-07T13:45:40.786Z,37.743119,-122.483775
E-cbd8,2025-05-07T14:57:50.840Z,37.798834,-122.525153
E-0135,2025-05-07T08:29:13.382Z,37.789796,-122.468027
E-2e59,2025-05-07T03:13:32.873Z,37.767765,-122.442714
E-4f70,2025-05-07T01:59:57.687Z,37.780199,-122.421347
E-af49,2025-05-07T04:49:00.640Z,37.705769,-122.527103
E-6a12,2025-05-07T05:52:20.667Z,37.725425,-122.413079
E-af88,2025-05-07T07:39:21.921Z,37.822168,-122.509344
E-cd58,2025-05-07T12:57:36.918Z,37.771061,-122.518140
E-281d,2025-05-07T15:30:26.627Z,37.747579,-122.425004
E-49c2,2025-05-06T22:12:03.734Z,37.736598,-122.499792
E-8bcf,2025-05-07T21:10:41.706Z,37.729998,-122.434075
E-14fe,2025-05-07T13:23:57.040Z,37.797816,-122.464184
E-5258,2025-05-07T01:07:07.714Z,37.712715,-122.486342
E-164a,2025-05-07T02:20:12.768Z,37.767039,-122.505486
E-952a,2025-05-07T00:10:11.817Z,37.749661,-122.526518
E-6b76,2025-05-07T08:33:24.223Z,37.789194,-122.513466
E-e770,2025-05-07T06:42:07.588Z,37.781211,-122.497663
E-0e45,2025-05-07T12:20:13.808Z,37.744012,-122.385824
E-8258,2025-05-07T00:23:04.309Z,37.734334,-122.507936
E-1085,2025-05-07T16:00:18.792Z,37.770661,-122.386385
E-170a,2025-05-07T21:17:34.452Z,37.818258,-122.484245
E-c986,2025-05-06T21:55:47.861Z,37.745634,-122.507196
E-cfde,2025-05-07T03:06:32.741Z,37.798303,-122.353796
E-582d,2025-05-07T06:21:56.621Z,37.778946,-122.506612
E-6bd1,2025-05-07T05:55:08.081Z,37.794255,-122.503501
E-1421,2025-05-07T05:41:05.948Z,37.811947,-122.506462
E-51eb,2025-05-07T05:30:15.992Z,37.748557,-122.369146
E-9b55,2025-05-07T15:41:26.249Z,37.824036,-122.488085
E-8397,2025-05-07T00:37:29.499Z,37.788633,-122.496276
E-0f9a,2025-05-07T11:09:02.548Z,37.735452,-122.467257
E-0907,2025-05-07T17:13:44.442Z,37.795931,-122.470842
E-ad4b,2025-05-07T00:26:15.767Z,37.790004,-122.490426
E-45f4,2025-05-07T18:42:26.877Z,37.795717,-122.407065
E-f05c,2025-05-06T23:14:41.576Z,37.796048,-122.427612
